from,abertura,maxima,minima,fechamento,volume
2025-07-19 12:55:00+00:00,3563.845,3564.905,3559.505,3561.795,840.4997
2025-07-19 13:00:00+00:00,3561.795,3565.995,3558.505,3563.735,928.2494
2025-07-19 13:05:00+00:00,3563.885,3564.995,3552.145,3555.495,1176.5657
2025-07-19 13:10:00+00:00,3555.495,3563.115,3555.135,3563.115,1069.8273
2025-07-19 13:15:00+00:00,3563.115,3567.175,3560.905,3566.985,1113.6696
2025-07-19 13:20:00+00:00,3566.995,3567.235,3558.485,3559.285,762.278
2025-07-19 13:25:00+00:00,3559.285,3565.315,3559.285,3564.095,1361.4828
2025-07-19 13:30:00+00:00,3564.095,3568.825,3562.305,3567.985,853.4402
2025-07-19 13:35:00+00:00,3567.885,3572.305,3566.505,3566.955,1925.3908
2025-07-19 13:40:00+00:00,3567.205,3568.935,3562.305,3566.335,662.0296
2025-07-19 13:45:00+00:00,3566.415,3566.415,3558.075,3558.075,929.1216
2025-07-19 13:50:00+00:00,3558.015,3563.675,3555.585,3556.755,1571.6349
2025-07-19 13:55:00+00:00,3556.625,3558.755,3549.415,3558.755,1795.8913
2025-07-19 14:00:00+00:00,3558.755,3559.285,3550.605,3558.115,1208.9109
2025-07-19 14:05:00+00:00,3558.115,3560.815,3550.485,3550.485,1761.1285
2025-07-19 14:10:00+00:00,3550.485,3550.755,3543.465,3545.085,2208.4564
2025-07-19 14:15:00+00:00,3545.085,3553.345,3544.865,3551.005,1427.7181
2025-07-19 14:20:00+00:00,3550.905,3552.045,3545.505,3549.095,935.1403
2025-07-19 14:25:00+00:00,3549.095,3550.195,3542.335,3544.505,1370.4318
2025-07-19 14:30:00+00:00,3544.505,3549.835,3540.005,3547.705,1145.5954
2025-07-19 14:35:00+00:00,3547.885,3550.895,3537.945,3538.745,2763.7688
2025-07-19 14:40:00+00:00,3538.745,3548.345,3537.375,3548.195,1644.4318
2025-07-19 14:45:00+00:00,3548.195,3550.665,3539.725,3542.495,1158.2976
2025-07-19 14:50:00+00:00,3542.495,3545.705,3540.285,3541.565,1458.6604
2025-07-19 14:55:00+00:00,3541.885,3541.885,3526.875,3531.415,4318.7651
2025-07-19 15:00:00+00:00,3531.575,3540.375,3530.235,3538.645,2790.6152
2025-07-19 15:05:00+00:00,3538.685,3545.385,3538.015,3545.035,1342.9363
2025-07-19 15:10:00+00:00,3545.035,3546.995,3542.505,3542.505,1321.6379
2025-07-19 15:15:00+00:00,3542.505,3554.585,3542.505,3552.505,2467.8515
2025-07-19 15:20:00+00:00,3552.505,3556.655,3551.405,3554.275,1042.254
2025-07-19 15:25:00+00:00,3554.105,3556.025,3552.295,3555.905,692.0957
2025-07-19 15:30:00+00:00,3555.905,3558.045,3547.365,3552.395,1367.2526
2025-07-19 15:35:00+00:00,3552.455,3556.345,3550.015,3552.485,983.3534
2025-07-19 15:40:00+00:00,3552.485,3562.915,3552.485,3561.905,1685.421
2025-07-19 15:45:00+00:00,3561.905,3561.905,3554.995,3558.265,1621.0446
